ID,Tanggal,Pelabuhan,Jenis Kendala,Cuaca,Volume Kargo (ton),Risiko Delay (Jam),Rekomendasi AI
ISS1752,23/06/2025,Tanjung Priok,Force Majeure,Badai,11726,0.37,Koordinasi dengan otoritas pelabuhan
ISS1753,29/06/2025,Makassar,Cuaca Buruk,Badai,11159,0.32,Tambahkan armada ke pelabuhan
ISS1754,25/06/2025,Tanjung Priok,Force Majeure,Hujan Deras,17372,0.63,Aktifkan jalur logistik alternatif
ISS1755,29/07/2025,Tanjung Perak,Overload,Angin Kencang,15198,0.72,Alihkan kontainer ke terminal lain
ISS1756,16/07/2025,Bitung,Force Majeure,Cerah,3692,0.11,Tambahkan armada ke pelabuhan
ISS1757,26/07/2025,Makassar,Cuaca Buruk,Badai,11202,0.61,Alihkan kontainer ke terminal lain
ISS1758,10/07/2025,Tanjung Priok,Cuaca Buruk,Badai,6575,0.77,Koordinasi dengan otoritas pelabuhan
ISS1759,16/06/2025,Makassar,Overload,Angin Kencang,5025,0.58,Percepat proses bongkar saat cuaca memungkinkan
ISS1760,08/07/2025,Bitung,Overload,Kabut Tebal,14989,0.5,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1761,03/07/2025,Bitung,Overload,Angin Kencang,2100,0.91,Koordinasi dengan otoritas pelabuhan
ISS1762,05/06/2025,Belawan,Cuaca Buruk,Badai,16781,0.27,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1763,19/06/2025,Tanjung Priok,Force Majeure,Badai,9823,0.57,Percepat proses bongkar saat cuaca memungkinkan
ISS1764,13/07/2025,Makassar,Overload,Angin Kencang,13416,0.6,Percepat proses bongkar saat cuaca memungkinkan
ISS1765,07/06/2025,Belawan,Cuaca Buruk,Kabut Tebal,18376,0.54,Alihkan kontainer ke terminal lain
ISS1766,17/07/2025,Belawan,Overload,Kabut Tebal,12114,0.25,Percepat proses bongkar saat cuaca memungkinkan
ISS1767,15/07/2025,Tanjung Priok,Force Majeure,Kabut Tebal,19011,0.71,Tunda pengiriman hingga cuaca membaik
ISS1768,03/06/2025,Tanjung Priok,Overload,Angin Kencang,15162,0.78,Alihkan ke pelabuhan terdekat
ISS1769,02/07/2025,Makassar,Force Majeure,Angin Kencang,19063,0.92,Tambahkan armada ke pelabuhan
ISS1770,04/07/2025,Tanjung Perak,Cuaca Buruk,Kabut Tebal,6131,0.13,Percepat proses bongkar saat cuaca memungkinkan
ISS1771,09/07/2025,Tanjung Perak,Cuaca Buruk,Cerah,8464,0.92,Percepat proses bongkar saat cuaca memungkinkan
ISS1772,18/07/2025,Makassar,Overload,Cerah,4376,0.28,Koordinasi dengan otoritas pelabuhan
ISS1773,23/06/2025,Makassar,Force Majeure,Angin Kencang,5990,0.92,Percepat proses bongkar saat cuaca memungkinkan
ISS1774,30/07/2025,Tanjung Priok,Force Majeure,Angin Kencang,11309,0.43,Aktifkan jalur logistik alternatif
ISS1775,17/06/2025,Belawan,Overload,Cerah,11029,0.14,Tunda pengiriman hingga cuaca membaik
ISS1776,10/06/2025,Tanjung Perak,Overload,Cerah,6106,0.13,Tambahkan armada ke pelabuhan
ISS1777,11/07/2025,Bitung,Cuaca Buruk,Angin Kencang,19699,0.28,Alihkan kontainer ke terminal lain
ISS1778,09/06/2025,Belawan,Force Majeure,Kabut Tebal,14121,0.54,Percepat proses bongkar saat cuaca memungkinkan
ISS1779,08/07/2025,Tanjung Priok,Force Majeure,Badai,4390,0.61,Alokasikan ke terminal cadangan
ISS1780,09/07/2025,Belawan,Cuaca Buruk,Hujan Deras,18629,0.91,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1781,20/06/2025,Bitung,Cuaca Buruk,Badai,10128,0.15,Percepat proses bongkar saat cuaca memungkinkan
ISS1782,25/06/2025,Belawan,Overload,Hujan Deras,8074,0.1,Tunda pengiriman hingga cuaca membaik
ISS1783,29/06/2025,Tanjung Priok,Cuaca Buruk,Kabut Tebal,17642,0.85,Tambahkan armada ke pelabuhan
ISS1784,28/06/2025,Makassar,Force Majeure,Angin Kencang,18874,0.51,Tunda pengiriman hingga cuaca membaik
ISS1785,14/07/2025,Makassar,Force Majeure,Angin Kencang,5389,0.5,Koordinasi dengan otoritas pelabuhan
ISS1786,19/07/2025,Bitung,Force Majeure,Angin Kencang,5564,0.68,Percepat proses bongkar saat cuaca memungkinkan
ISS1787,30/07/2025,Bitung,Overload,Angin Kencang,16821,0.41,Alokasikan ke terminal cadangan
ISS1788,14/06/2025,Tanjung Perak,Cuaca Buruk,Angin Kencang,10262,0.2,Alihkan ke pelabuhan terdekat
ISS1789,19/06/2025,Tanjung Priok,Force Majeure,Cerah,14934,0.91,Alokasikan ke terminal cadangan
ISS1790,03/06/2025,Tanjung Perak,Cuaca Buruk,Cerah,9628,0.39,Alihkan kontainer ke terminal lain
ISS1791,01/06/2025,Bitung,Overload,Angin Kencang,13442,0.67,Percepat proses bongkar saat cuaca memungkinkan
ISS1792,27/06/2025,Belawan,Cuaca Buruk,Cerah,16391,0.61,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1793,10/06/2025,Makassar,Force Majeure,Badai,12539,0.7,Alihkan ke pelabuhan terdekat
ISS1794,27/07/2025,Makassar,Force Majeure,Angin Kencang,16230,0.25,Alihkan kontainer ke terminal lain
ISS1795,30/06/2025,Makassar,Force Majeure,Angin Kencang,10728,0.37,Tambahkan armada ke pelabuhan
ISS1796,01/06/2025,Belawan,Cuaca Buruk,Badai,16579,0.51,Tambahkan armada ke pelabuhan
ISS1797,26/06/2025,Tanjung Priok,Force Majeure,Hujan Deras,13140,0.64,Aktifkan jalur logistik alternatif
ISS1798,21/06/2025,Belawan,Overload,Kabut Tebal,11823,0.9,Aktifkan jalur logistik alternatif
ISS1799,07/07/2025,Makassar,Cuaca Buruk,Hujan Deras,16120,0.71,Tunda pengiriman hingga cuaca membaik
ISS1800,30/07/2025,Belawan,Cuaca Buruk,Angin Kencang,19043,0.85,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1801,06/07/2025,Bitung,Cuaca Buruk,Hujan Deras,7368,0.16,Koordinasi dengan otoritas pelabuhan
ISS1802,02/06/2025,Bitung,Overload,Badai,18139,0.79,Alihkan ke pelabuhan terdekat
ISS1803,06/07/2025,Makassar,Overload,Badai,3079,0.74,Tunda pengiriman hingga cuaca membaik
ISS1804,22/07/2025,Belawan,Cuaca Buruk,Badai,6212,0.63,Koordinasi dengan otoritas pelabuhan
ISS1805,16/06/2025,Makassar,Force Majeure,Badai,2855,0.26,Percepat proses bongkar saat cuaca memungkinkan
ISS1806,21/07/2025,Tanjung Perak,Force Majeure,Badai,6142,0.49,Tunda pengiriman hingga cuaca membaik
ISS1807,07/07/2025,Tanjung Priok,Force Majeure,Angin Kencang,8653,0.26,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1808,29/07/2025,Tanjung Perak,Force Majeure,Hujan Deras,6892,0.22,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1809,22/06/2025,Makassar,Force Majeure,Cerah,9540,0.41,Tunda pengiriman hingga cuaca membaik
ISS1810,25/07/2025,Tanjung Priok,Cuaca Buruk,Badai,17654,0.34,Tunda pengiriman hingga cuaca membaik
ISS1811,30/06/2025,Belawan,Cuaca Buruk,Angin Kencang,4330,0.18,Alokasikan ke terminal cadangan
ISS1812,03/07/2025,Makassar,Force Majeure,Hujan Deras,16343,0.25,Tambahkan armada ke pelabuhan
ISS1813,13/07/2025,Makassar,Overload,Kabut Tebal,18346,0.76,Tunda pengiriman hingga cuaca membaik
ISS1814,11/07/2025,Tanjung Priok,Overload,Badai,8231,0.13,Alokasikan ke terminal cadangan
ISS1815,26/07/2025,Tanjung Priok,Cuaca Buruk,Kabut Tebal,11891,0.67,Koordinasi dengan otoritas pelabuhan
ISS1816,20/06/2025,Belawan,Cuaca Buruk,Badai,19532,0.64,Aktifkan jalur logistik alternatif
ISS1817,29/07/2025,Bitung,Overload,Cerah,19663,0.37,Tunda pengiriman hingga cuaca membaik
ISS1818,27/06/2025,Bitung,Cuaca Buruk,Angin Kencang,10966,0.34,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1819,10/06/2025,Belawan,Cuaca Buruk,Kabut Tebal,10016,0.21,Alihkan ke pelabuhan terdekat
ISS1820,09/07/2025,Tanjung Perak,Force Majeure,Hujan Deras,5716,0.56,Tambahkan armada ke pelabuhan
ISS1821,23/07/2025,Makassar,Overload,Badai,7238,0.37,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1822,07/06/2025,Tanjung Perak,Cuaca Buruk,Cerah,14753,0.64,Alihkan kontainer ke terminal lain
ISS1823,07/06/2025,Tanjung Priok,Overload,Badai,7334,0.27,Percepat proses bongkar saat cuaca memungkinkan
ISS1824,19/07/2025,Bitung,Overload,Kabut Tebal,7298,0.81,Alihkan kontainer ke terminal lain
ISS1825,24/07/2025,Tanjung Perak,Overload,Cerah,5859,0.18,Alokasikan ke terminal cadangan
ISS1826,29/06/2025,Tanjung Perak,Force Majeure,Angin Kencang,9815,0.77,Alokasikan ke terminal cadangan
ISS1827,01/07/2025,Belawan,Force Majeure,Badai,3345,0.14,Alihkan kontainer ke terminal lain
ISS1828,01/06/2025,Tanjung Priok,Force Majeure,Hujan Deras,5937,0.52,Aktifkan jalur logistik alternatif
ISS1829,10/07/2025,Bitung,Cuaca Buruk,Badai,12458,0.89,Alihkan kontainer ke terminal lain
ISS1830,27/07/2025,Tanjung Perak,Overload,Hujan Deras,16544,0.31,Percepat proses bongkar saat cuaca memungkinkan
ISS1831,24/06/2025,Tanjung Perak,Force Majeure,Hujan Deras,14083,0.79,Alokasikan ke terminal cadangan
ISS1832,16/06/2025,Makassar,Force Majeure,Kabut Tebal,16066,0.85,Alokasikan ke terminal cadangan
ISS1833,12/07/2025,Tanjung Perak,Cuaca Buruk,Kabut Tebal,17199,0.81,Alihkan ke pelabuhan terdekat
ISS1834,23/07/2025,Tanjung Priok,Cuaca Buruk,Cerah,4300,0.64,Tunda pengiriman hingga cuaca membaik
ISS1835,21/07/2025,Tanjung Priok,Force Majeure,Cerah,4600,0.14,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1836,19/07/2025,Belawan,Cuaca Buruk,Angin Kencang,13525,0.25,Percepat proses bongkar saat cuaca memungkinkan
ISS1837,28/06/2025,Tanjung Priok,Cuaca Buruk,Badai,8151,0.9,Alihkan ke pelabuhan terdekat
ISS1838,17/07/2025,Makassar,Overload,Kabut Tebal,14770,0.84,Koordinasi dengan otoritas pelabuhan
ISS1839,23/06/2025,Tanjung Priok,Overload,Angin Kencang,3661,0.18,Koordinasi dengan otoritas pelabuhan
ISS1840,17/06/2025,Tanjung Perak,Overload,Cerah,8454,0.48,Alokasikan ke terminal cadangan
ISS1841,13/06/2025,Makassar,Overload,Kabut Tebal,10042,0.61,Tambahkan armada ke pelabuhan
ISS1842,20/06/2025,Bitung,Overload,Cerah,4003,0.81,Alokasikan ke terminal cadangan
ISS1843,11/07/2025,Belawan,Cuaca Buruk,Angin Kencang,7342,0.58,Alokasikan ke terminal cadangan
ISS1844,23/07/2025,Belawan,Overload,Badai,19549,0.25,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1845,25/06/2025,Tanjung Priok,Force Majeure,Cerah,6600,0.27,Percepat proses bongkar saat cuaca memungkinkan
ISS1846,07/06/2025,Tanjung Priok,Cuaca Buruk,Badai,14895,0.66,Alokasikan ke terminal cadangan
ISS1847,04/07/2025,Makassar,Force Majeure,Angin Kencang,16605,0.28,Tunda pengiriman hingga cuaca membaik
ISS1848,07/07/2025,Makassar,Force Majeure,Cerah,8093,0.51,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1849,26/07/2025,Bitung,Overload,Kabut Tebal,11839,0.52,Tunda pengiriman hingga cuaca membaik
ISS1850,13/07/2025,Belawan,Overload,Kabut Tebal,18846,0.91,Tunda pengiriman hingga cuaca membaik
ISS1851,14/07/2025,Tanjung Perak,Cuaca Buruk,Hujan Deras,6187,0.77,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1852,02/06/2025,Belawan,Overload,Kabut Tebal,2330,0.8,Tambahkan armada ke pelabuhan
ISS1853,06/06/2025,Belawan,Cuaca Buruk,Badai,10965,0.16,Percepat proses bongkar saat cuaca memungkinkan
ISS1854,02/06/2025,Belawan,Cuaca Buruk,Kabut Tebal,12580,0.91,Koordinasi dengan otoritas pelabuhan
ISS1855,09/06/2025,Belawan,Overload,Badai,5188,0.75,Percepat proses bongkar saat cuaca memungkinkan
ISS1856,20/06/2025,Bitung,Cuaca Buruk,Badai,13514,0.67,Alihkan kontainer ke terminal lain
ISS1857,19/07/2025,Tanjung Priok,Force Majeure,Angin Kencang,17849,0.19,Percepat proses bongkar saat cuaca memungkinkan
ISS1858,25/06/2025,Bitung,Overload,Kabut Tebal,5787,0.13,Percepat proses bongkar saat cuaca memungkinkan
ISS1859,25/06/2025,Makassar,Cuaca Buruk,Badai,8439,0.56,Tambahkan armada ke pelabuhan
ISS1860,19/07/2025,Belawan,Overload,Angin Kencang,19114,0.5,Tambahkan armada ke pelabuhan
ISS1861,22/06/2025,Makassar,Overload,Hujan Deras,12449,0.46,Alokasikan ke terminal cadangan
ISS1862,01/06/2025,Tanjung Perak,Cuaca Buruk,Cerah,19883,0.16,Alihkan ke pelabuhan terdekat
ISS1863,25/07/2025,Bitung,Force Majeure,Angin Kencang,3287,0.38,Tambahkan armada ke pelabuhan
ISS1864,13/06/2025,Bitung,Overload,Hujan Deras,4213,0.95,Koordinasi dengan otoritas pelabuhan
ISS1865,02/07/2025,Tanjung Perak,Cuaca Buruk,Kabut Tebal,8831,0.64,Alokasikan ke terminal cadangan
ISS1866,09/07/2025,Tanjung Priok,Force Majeure,Cerah,2514,0.72,Aktifkan jalur logistik alternatif
ISS1867,30/06/2025,Makassar,Cuaca Buruk,Kabut Tebal,14214,0.6,Tambahkan armada ke pelabuhan
ISS1868,07/07/2025,Bitung,Force Majeure,Hujan Deras,15292,0.77,Tunda pengiriman hingga cuaca membaik
ISS1869,29/07/2025,Bitung,Cuaca Buruk,Kabut Tebal,14357,0.61,Aktifkan jalur logistik alternatif
ISS1870,30/07/2025,Bitung,Cuaca Buruk,Cerah,16739,0.66,Tambahkan armada ke pelabuhan
ISS1871,14/07/2025,Tanjung Perak,Overload,Kabut Tebal,2427,0.28,Tambahkan armada ke pelabuhan
ISS1872,05/06/2025,Belawan,Cuaca Buruk,Hujan Deras,19402,0.42,Percepat proses bongkar saat cuaca memungkinkan
ISS1873,07/07/2025,Belawan,Overload,Angin Kencang,8783,0.17,Alihkan kontainer ke terminal lain
ISS1874,28/06/2025,Makassar,Overload,Cerah,7414,0.5,Aktifkan jalur logistik alternatif
ISS1875,27/07/2025,Tanjung Priok,Cuaca Buruk,Badai,14673,0.43,Alihkan ke pelabuhan terdekat
ISS1876,22/07/2025,Tanjung Perak,Overload,Kabut Tebal,7181,0.84,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1877,29/06/2025,Tanjung Priok,Cuaca Buruk,Badai,15639,0.48,Percepat proses bongkar saat cuaca memungkinkan
ISS1878,02/07/2025,Makassar,Overload,Cerah,11203,0.28,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1879,19/07/2025,Tanjung Perak,Overload,Cerah,4895,0.79,Tambahkan armada ke pelabuhan
ISS1880,28/06/2025,Belawan,Overload,Kabut Tebal,10492,0.5,Aktifkan jalur logistik alternatif
ISS1881,01/06/2025,Belawan,Cuaca Buruk,Angin Kencang,7465,0.5,Aktifkan jalur logistik alternatif
ISS1882,15/07/2025,Tanjung Priok,Cuaca Buruk,Badai,7789,0.48,Alihkan kontainer ke terminal lain
ISS1883,04/07/2025,Tanjung Priok,Cuaca Buruk,Cerah,11045,0.36,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1884,25/06/2025,Belawan,Overload,Badai,13401,0.41,Alihkan ke pelabuhan terdekat
ISS1885,24/07/2025,Makassar,Overload,Badai,15882,0.26,Tambahkan armada ke pelabuhan
ISS1886,19/07/2025,Bitung,Force Majeure,Hujan Deras,9305,0.39,Percepat proses bongkar saat cuaca memungkinkan
ISS1887,14/07/2025,Tanjung Priok,Cuaca Buruk,Cerah,16671,0.84,Alokasikan ke terminal cadangan
ISS1888,04/07/2025,Tanjung Perak,Cuaca Buruk,Badai,15727,0.71,Alihkan ke pelabuhan terdekat
ISS1889,24/06/2025,Tanjung Perak,Overload,Badai,6567,0.21,Percepat proses bongkar saat cuaca memungkinkan
ISS1890,27/07/2025,Makassar,Force Majeure,Cerah,7379,0.75,Percepat proses bongkar saat cuaca memungkinkan
ISS1891,16/07/2025,Belawan,Overload,Badai,9779,0.78,Tambahkan armada ke pelabuhan
ISS1892,23/07/2025,Bitung,Force Majeure,Kabut Tebal,16164,0.56,Koordinasi dengan otoritas pelabuhan
ISS1893,30/07/2025,Bitung,Force Majeure,Angin Kencang,17747,0.86,Alokasikan ke terminal cadangan
ISS1894,01/07/2025,Belawan,Overload,Angin Kencang,15203,0.69,Tambahkan armada ke pelabuhan
ISS1895,25/06/2025,Makassar,Force Majeure,Hujan Deras,14613,0.16,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1896,03/07/2025,Tanjung Priok,Force Majeure,Angin Kencang,6203,0.21,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1897,03/06/2025,Tanjung Perak,Force Majeure,Kabut Tebal,17229,0.83,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1898,04/07/2025,Tanjung Perak,Cuaca Buruk,Hujan Deras,4586,0.57,Koordinasi dengan otoritas pelabuhan
ISS1899,23/07/2025,Belawan,Force Majeure,Angin Kencang,15287,0.62,Alihkan ke pelabuhan terdekat
ISS1900,20/07/2025,Tanjung Perak,Cuaca Buruk,Angin Kencang,4698,0.71,Alihkan kontainer ke terminal lain
ISS1901,13/07/2025,Belawan,Cuaca Buruk,Hujan Deras,18644,0.77,Aktifkan jalur logistik alternatif
ISS1902,15/06/2025,Makassar,Force Majeure,Hujan Deras,16756,0.36,Aktifkan jalur logistik alternatif
ISS1903,10/07/2025,Tanjung Priok,Force Majeure,Angin Kencang,16073,0.31,Alokasikan ke terminal cadangan
ISS1904,06/07/2025,Bitung,Cuaca Buruk,Hujan Deras,15114,0.5,Alihkan ke pelabuhan terdekat
ISS1905,03/07/2025,Bitung,Overload,Cerah,9063,0.48,Alihkan kontainer ke terminal lain
ISS1906,26/06/2025,Tanjung Perak,Cuaca Buruk,Kabut Tebal,19846,0.63,Percepat proses bongkar saat cuaca memungkinkan
ISS1907,09/06/2025,Bitung,Force Majeure,Cerah,2977,0.32,Aktifkan jalur logistik alternatif
ISS1908,24/06/2025,Belawan,Overload,Badai,15186,0.9,Koordinasi dengan otoritas pelabuhan
ISS1909,21/07/2025,Belawan,Overload,Cerah,19846,0.23,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1910,08/06/2025,Belawan,Cuaca Buruk,Angin Kencang,13972,0.71,Percepat proses bongkar saat cuaca memungkinkan
ISS1911,01/07/2025,Makassar,Force Majeure,Angin Kencang,3981,0.68,Tunda pengiriman hingga cuaca membaik
ISS1912,24/06/2025,Makassar,Force Majeure,Angin Kencang,11526,0.47,Koordinasi dengan otoritas pelabuhan
ISS1913,13/07/2025,Tanjung Priok,Force Majeure,Angin Kencang,3619,0.6,Tambahkan armada ke pelabuhan
ISS1914,30/06/2025,Tanjung Priok,Overload,Hujan Deras,19048,0.15,Alihkan kontainer ke terminal lain
ISS1915,13/07/2025,Tanjung Perak,Overload,Kabut Tebal,8859,0.2,Alihkan ke pelabuhan terdekat
ISS1916,30/06/2025,Belawan,Cuaca Buruk,Kabut Tebal,19078,0.92,Alihkan ke pelabuhan terdekat
ISS1917,21/07/2025,Tanjung Perak,Force Majeure,Cerah,3631,0.95,Percepat proses bongkar saat cuaca memungkinkan
ISS1918,26/06/2025,Bitung,Force Majeure,Kabut Tebal,5542,0.24,Percepat proses bongkar saat cuaca memungkinkan
ISS1919,12/06/2025,Belawan,Force Majeure,Cerah,3148,0.12,Alihkan ke pelabuhan terdekat
ISS1920,28/07/2025,Bitung,Force Majeure,Hujan Deras,12409,0.25,Tambahkan armada ke pelabuhan
ISS1921,03/06/2025,Bitung,Overload,Kabut Tebal,14770,0.52,Alihkan ke pelabuhan terdekat
ISS1922,07/06/2025,Belawan,Cuaca Buruk,Kabut Tebal,13074,0.88,Aktifkan jalur logistik alternatif
ISS1923,17/06/2025,Belawan,Cuaca Buruk,Angin Kencang,11538,0.93,Alokasikan ke terminal cadangan
ISS1924,09/07/2025,Belawan,Overload,Angin Kencang,16331,0.44,Alokasikan ke terminal cadangan
ISS1925,17/06/2025,Tanjung Perak,Overload,Badai,10343,0.47,Alihkan ke pelabuhan terdekat
ISS1926,20/06/2025,Bitung,Overload,Angin Kencang,11846,0.22,Koordinasi dengan otoritas pelabuhan
ISS1927,20/07/2025,Bitung,Force Majeure,Angin Kencang,18792,0.7,Percepat proses bongkar saat cuaca memungkinkan
ISS1928,07/07/2025,Belawan,Overload,Badai,4285,0.54,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1929,17/06/2025,Belawan,Force Majeure,Cerah,9012,0.22,Percepat proses bongkar saat cuaca memungkinkan
ISS1930,12/07/2025,Tanjung Priok,Force Majeure,Kabut Tebal,19977,0.54,Alokasikan ke terminal cadangan
ISS1931,04/07/2025,Tanjung Perak,Force Majeure,Hujan Deras,13228,0.81,Percepat proses bongkar saat cuaca memungkinkan
ISS1932,11/07/2025,Makassar,Force Majeure,Cerah,7909,0.23,Tunda pengiriman hingga cuaca membaik
ISS1933,07/06/2025,Belawan,Cuaca Buruk,Angin Kencang,3574,0.62,Percepat proses bongkar saat cuaca memungkinkan
ISS1934,26/06/2025,Tanjung Perak,Force Majeure,Badai,9391,0.34,Tunda pengiriman hingga cuaca membaik
ISS1935,19/07/2025,Makassar,Overload,Angin Kencang,14991,0.48,Alokasikan ke terminal cadangan
ISS1936,13/07/2025,Tanjung Perak,Cuaca Buruk,Cerah,9646,0.29,Alokasikan ke terminal cadangan
ISS1937,25/07/2025,Tanjung Perak,Force Majeure,Badai,2652,0.21,Aktifkan jalur logistik alternatif
ISS1938,05/06/2025,Belawan,Cuaca Buruk,Angin Kencang,17336,0.88,Percepat proses bongkar saat cuaca memungkinkan
ISS1939,03/07/2025,Tanjung Perak,Cuaca Buruk,Angin Kencang,13611,0.44,Tambahkan armada ke pelabuhan
ISS1940,20/06/2025,Makassar,Overload,Angin Kencang,8585,0.11,Koordinasi dengan otoritas pelabuhan
ISS1941,03/07/2025,Makassar,Force Majeure,Angin Kencang,11034,0.39,Tunda pengiriman hingga cuaca membaik
ISS1942,16/07/2025,Makassar,Cuaca Buruk,Badai,8552,0.5,Alihkan kontainer ke terminal lain
ISS1943,08/06/2025,Bitung,Overload,Hujan Deras,18193,0.92,Alihkan ke pelabuhan terdekat
ISS1944,19/07/2025,Makassar,Force Majeure,Kabut Tebal,15337,0.8,Aktifkan jalur logistik alternatif
ISS1945,22/06/2025,Tanjung Priok,Force Majeure,Hujan Deras,7367,0.79,Alihkan kontainer ke terminal lain
ISS1946,02/07/2025,Tanjung Priok,Force Majeure,Kabut Tebal,7191,0.5,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1947,16/07/2025,Tanjung Perak,Force Majeure,Hujan Deras,4609,0.12,Alokasikan ke terminal cadangan
ISS1948,17/07/2025,Tanjung Priok,Cuaca Buruk,Hujan Deras,17910,0.78,Aktifkan jalur logistik alternatif
ISS1949,15/07/2025,Bitung,Overload,Badai,16413,0.89,Tambahkan armada ke pelabuhan
ISS1950,28/07/2025,Tanjung Priok,Cuaca Buruk,Badai,19336,0.7,Koordinasi dengan otoritas pelabuhan
ISS1951,01/06/2025,Tanjung Priok,Cuaca Buruk,Hujan Deras,11095,0.68,Tambahkan armada ke pelabuhan
ISS1952,03/06/2025,Tanjung Perak,Cuaca Buruk,Hujan Deras,16051,0.89,Percepat proses bongkar saat cuaca memungkinkan
ISS1953,20/06/2025,Makassar,Force Majeure,Cerah,16060,0.79,Aktifkan jalur logistik alternatif
ISS1954,10/07/2025,Belawan,Force Majeure,Cerah,19128,0.36,Aktifkan jalur logistik alternatif
ISS1955,05/07/2025,Belawan,Cuaca Buruk,Hujan Deras,5378,0.61,Tambahkan armada ke pelabuhan
ISS1956,08/06/2025,Tanjung Priok,Force Majeure,Cerah,4159,0.76,Koordinasi dengan otoritas pelabuhan
ISS1957,17/06/2025,Makassar,Force Majeure,Badai,19055,0.59,Alihkan ke pelabuhan terdekat
ISS1958,08/07/2025,Tanjung Perak,Overload,Angin Kencang,14005,0.33,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1959,21/06/2025,Makassar,Cuaca Buruk,Angin Kencang,10030,0.31,Koordinasi dengan otoritas pelabuhan
ISS1960,14/07/2025,Belawan,Overload,Angin Kencang,6326,0.17,Aktifkan jalur logistik alternatif
ISS1961,09/07/2025,Makassar,Overload,Hujan Deras,11445,0.58,Tunda pengiriman hingga cuaca membaik
ISS1962,20/06/2025,Belawan,Force Majeure,Kabut Tebal,6446,0.72,Alokasikan ke terminal cadangan
ISS1963,09/06/2025,Tanjung Perak,Cuaca Buruk,Hujan Deras,11296,0.13,Percepat proses bongkar saat cuaca memungkinkan
ISS1964,17/07/2025,Bitung,Cuaca Buruk,Badai,13108,0.71,Alihkan kontainer ke terminal lain
ISS1965,30/06/2025,Tanjung Perak,Overload,Angin Kencang,6916,0.29,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1966,23/07/2025,Belawan,Overload,Badai,7116,0.75,Alokasikan ke terminal cadangan
ISS1967,28/06/2025,Tanjung Perak,Force Majeure,Badai,8929,0.22,Alokasikan ke terminal cadangan
ISS1968,16/06/2025,Tanjung Priok,Cuaca Buruk,Kabut Tebal,13338,0.86,Percepat proses bongkar saat cuaca memungkinkan
ISS1969,17/07/2025,Tanjung Perak,Cuaca Buruk,Hujan Deras,10595,0.27,Alihkan kontainer ke terminal lain
ISS1970,20/06/2025,Tanjung Priok,Force Majeure,Angin Kencang,15891,0.71,Tunda pengiriman hingga cuaca membaik
ISS1971,18/07/2025,Bitung,Overload,Badai,5787,0.83,Tambahkan armada ke pelabuhan
ISS1972,09/06/2025,Tanjung Perak,Force Majeure,Angin Kencang,14702,0.13,Alokasikan ke terminal cadangan
ISS1973,04/07/2025,Belawan,Overload,Angin Kencang,4464,0.73,Tunda pengiriman hingga cuaca membaik
ISS1974,11/06/2025,Tanjung Priok,Overload,Hujan Deras,2456,0.91,Alihkan ke pelabuhan terdekat
ISS1975,02/06/2025,Belawan,Overload,Angin Kencang,15072,0.89,Alihkan kontainer ke terminal lain
